Time,Price,BarState,LiveState,Priority,Composite,TideComp,MarketPhase,InversionActive,RatioScore,FastScore,FastDir,SlowDir,Bias,Tier3Score,CombinedTier,BearDomPct,BullDomPct,DomPriceChange,PriceChangeShort,CountBull,CountBear
09:26:35.204,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,9.8,48.1,NEUTRAL,N,-15.6,-49.3,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.50,0.00,1,3
09:26:37.027,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,9.8,46.8,NEUTRAL,N,-15.3,-47.9,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:26:38.611,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,10.1,46.8,NEUTRAL,N,-15.3,-47.8,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.50,0.00,1,3
09:26:40.448,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,9.9,46.3,NEUTRAL,N,-15.6,-47.1,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.50,0.00,1,3
09:26:42.343,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,10.6,46.3,NEUTRAL,N,-15.8,-46.5,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:26:44.499,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,10.6,46.3,NEUTRAL,N,-15.9,-46.2,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:26:46.235,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,10.4,46.3,NEUTRAL,N,-15.9,-46.2,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:26:47.562,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,11.7,46.9,NEUTRAL,N,-16.0,-47.2,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:26:48.986,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,11.8,46.9,NEUTRAL,N,-15.3,-44.3,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
09:26:50.844,7262.75,TICK,BearWarning,P0_FAST_EXTREME_BEAR,11.6,46.9,NEUTRAL,N,-14.6,-40.7,BID_STRONG,BID,BAL,0.0,0.0,0,0,-0.25,0.00,1,3
